Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,RecSupervisionLevelText,RawScore,DecileScore,ScoreText,Age
1,4,5,0,1,1,1,-3.62,1,1,56
1,4,5,0,1,1,1,-1.99,1,1,56
1,4,5,0,1,1,1,16.0,2,1,56
1,1,4,4,4,1,1,-3.14,1,1,56
1,1,4,4,4,1,1,-1.52,1,1,56
1,1,4,4,4,1,1,16.0,2,1,56
1,4,5,0,0,1,1,-3.8,1,1,56
1,4,5,0,0,1,1,-2.39,1,1,56
1,4,5,0,0,1,1,15.0,1,1,56
1,4,5,0,1,1,1,-2.65,2,1,56
1,4,5,0,1,1,1,-1.02,2,1,56
1,4,5,0,1,1,1,15.0,1,1,56
1,8,5,0,1,1,1,-3.03,1,1,56
1,8,5,0,1,1,1,-1.69,1,1,56
1,8,5,0,1,1,1,12.0,1,1,56
1,4,5,0,4,4,0,-1.23,8,0,56
1,4,5,0,4,4,0,0.37,9,0,56
1,4,5,0,4,4,0,25.0,6,2,56
1,1,5,0,4,2,2,-1.37,7,2,56
1,1,5,0,4,2,2,-0.63,4,1,56
1,1,5,0,4,2,2,13.0,1,1,56
1,4,4,4,4,1,1,-2.27,3,1,56
1,4,4,4,4,1,1,-0.37,5,2,56
1,4,4,4,4,1,1,13.0,1,1,56
1,1,5,0,4,1,1,-2.37,3,1,56
1,1,5,0,4,1,1,-0.67,4,1,56
1,1,5,0,4,1,1,18.0,3,1,56
1,1,5,0,4,2,2,-1.4,7,2,56
1,1,5,0,4,2,2,-0.32,5,2,56
1,1,5,0,4,2,2,15.0,1,1,56
1,1,4,4,4,3,3,-1.64,6,2,56
1,1,4,4,4,3,3,0.18,8,0,56
1,1,4,4,4,3,3,15.0,1,1,56
0,8,5,2,2,1,1,-3.53,1,1,56
0,8,5,2,2,1,1,-2.03,1,1,56
0,8,5,2,2,1,1,17.0,2,1,56
1,1,5,0,4,4,0,-0.75,9,0,56
1,1,5,0,4,4,0,0.36,9,0,56
1,1,5,0,4,4,0,17.0,2,1,56
1,8,5,0,4,1,1,-2.37,3,1,56
1,8,5,0,4,1,1,-1.01,2,1,56
1,8,5,0,4,1,1,14.0,1,1,56
1,1,2,4,4,4,0,-1.21,8,0,56
1,1,2,4,4,4,0,0.11,8,0,56
1,1,2,4,4,4,0,19.0,3,1,56
0,1,5,0,4,2,2,-1.89,5,2,56
0,1,5,0,4,2,2,-0.18,7,2,56
0,1,5,0,4,2,2,20.0,4,1,56
0,4,5,0,4,1,1,-3.21,1,1,56
0,4,5,0,4,1,1,-1.79,1,1,56
0,4,5,0,4,1,1,11.0,1,1,56
1,4,5,0,3,3,3,-1.7,6,2,56
1,4,5,0,3,3,3,0.27,8,0,56
1,4,5,0,3,3,3,23.0,5,2,56
1,1,5,0,4,3,3,-1.86,5,2,56
1,1,5,0,4,3,3,0.57,9,0,56
1,1,5,0,4,3,3,20.0,3,1,56
1,1,5,0,4,4,0,-0.73,9,0,56
1,1,5,0,4,4,0,0.88,10,0,56
1,1,5,0,4,4,0,17.0,2,1,56
1,4,5,0,4,4,0,-0.97,9,0,56
1,4,5,0,4,4,0,0.61,9,0,56
1,4,5,0,4,4,0,21.0,4,1,56
0,1,5,0,4,2,2,-1.69,6,2,56
0,1,5,0,4,2,2,-0.53,6,2,56
0,1,5,0,4,2,2,20.0,4,1,56
1,4,5,0,4,1,1,-3.13,1,1,56
1,4,5,0,4,1,1,-1.23,2,1,56
1,4,5,0,4,1,1,16.0,2,1,56
1,1,5,0,4,1,1,-2.74,2,1,56
1,1,5,0,4,1,1,-1.4,1,1,56
1,1,5,0,4,1,1,11.0,1,1,56
1,1,5,0,4,1,1,-2.01,4,1,56
1,1,5,0,4,1,1,-0.54,4,1,56
1,1,5,0,4,1,1,20.0,3,1,56
1,5,5,0,3,1,1,-2.99,1,1,56
1,5,5,0,3,1,1,-1.55,1,1,56
1,5,5,0,3,1,1,18.0,3,1,56
1,1,5,0,4,2,2,-1.71,6,2,56
1,1,5,0,4,2,2,-0.67,4,1,56
1,1,5,0,4,2,2,16.0,2,1,56
0,5,5,0,4,1,1,-2.82,2,1,56
0,5,5,0,4,1,1,-1.5,2,1,56
0,5,5,0,4,1,1,15.0,1,1,56
1,5,5,0,2,1,1,-3.64,1,1,56
1,5,5,0,2,1,1,-2.06,1,1,56
1,5,5,0,2,1,1,19.0,3,1,56
1,5,5,0,4,1,1,-3.0,1,1,56
1,5,5,0,4,1,1,-0.82,3,1,56
1,5,5,0,4,1,1,15.0,1,1,56
1,4,5,0,1,2,2,-1.37,7,2,56
1,4,5,0,1,2,2,-0.46,5,2,56
1,4,5,0,1,2,2,22.0,5,2,56
1,8,5,0,2,1,1,-3.3,1,1,56
1,8,5,0,2,1,1,-1.93,1,1,56
1,8,5,0,2,1,1,19.0,3,1,56
1,1,5,0,4,3,3,-0.85,9,0,56
1,1,5,0,4,3,3,-0.44,5,2,56
1,1,5,0,4,3,3,30.0,8,0,56
0,4,5,0,1,2,2,-3.0,1,1,56
0,4,5,0,1,2,2,-0.19,7,2,56
0,4,5,0,1,2,2,18.0,3,1,56
1,1,5,0,1,1,1,-2.59,2,1,56
1,1,5,0,1,1,1,-0.92,3,1,56
1,1,5,0,1,1,1,14.0,1,1,56
1,5,5,0,4,4,0,-0.85,9,0,56
1,5,5,0,4,4,0,0.98,10,0,56
1,5,5,0,4,4,0,18.0,3,1,56
1,1,5,0,1,1,1,-3.25,1,1,56
1,1,5,0,1,1,1,-1.92,1,1,56
1,1,5,0,1,1,1,13.0,1,1,56
1,1,5,0,6,2,2,-1.37,7,2,56
1,1,5,0,6,2,2,-0.16,6,2,56
1,1,5,0,6,2,2,32.0,9,0,56
1,1,5,0,4,3,3,-1.52,6,2,56
1,1,5,0,4,3,3,0.11,8,0,56
1,1,5,0,4,3,3,13.0,1,1,56
1,4,5,0,4,4,0,-0.72,9,0,56
1,4,5,0,4,4,0,0.89,10,0,56
1,4,5,0,4,4,0,15.0,1,1,56
1,4,5,0,0,1,1,-3.94,1,1,56
1,4,5,0,0,1,1,-2.13,1,1,56
1,4,5,0,0,1,1,19.0,3,1,56
1,1,5,0,3,1,1,-2.87,2,1,56
1,1,5,0,3,1,1,-0.53,4,1,56
1,1,5,0,3,1,1,20.0,3,1,56
1,4,5,0,0,1,1,-3.67,1,1,56
1,4,5,0,0,1,1,-1.29,2,1,56
1,4,5,0,0,1,1,24.0,6,2,56
1,5,5,0,1,1,1,-3.04,1,1,56
1,5,5,0,1,1,1,-1.64,1,1,56
1,5,5,0,1,1,1,16.0,2,1,56
1,1,5,0,4,1,1,-2.97,1,1,56
1,1,5,0,4,1,1,-1.5,1,1,56
1,1,5,0,4,1,1,13.0,1,1,56
0,1,5,0,4,1,1,-3.27,1,1,56
0,1,5,0,4,1,1,-1.89,1,1,56
0,1,5,0,4,1,1,12.0,1,1,56
0,1,5,0,4,2,2,-2.26,3,1,56
0,1,5,0,4,2,2,-0.2,7,2,56
0,1,5,0,4,2,2,27.0,8,0,56
1,4,4,4,0,1,1,-4.16,1,1,56
1,4,4,4,0,1,1,-2.41,1,1,56
1,4,4,4,0,1,1,16.0,2,1,56
1,4,5,2,4,3,3,-2.77,2,1,56
1,4,5,2,4,3,3,0.09,8,0,56
1,4,5,2,4,3,3,30.0,8,0,56
1,1,4,4,4,2,2,-1.76,5,2,56
1,1,4,4,4,2,2,-0.27,6,2,56
1,1,4,4,4,2,2,22.0,5,2,56
0,1,5,0,6,1,1,-3.24,1,1,56
0,1,5,0,6,1,1,-0.84,4,1,56
0,1,5,0,6,1,1,21.0,4,1,56
1,4,4,4,0,2,2,-1.93,5,2,56
1,4,4,4,0,2,2,0.02,7,2,56
1,4,4,4,0,2,2,40.0,10,0,56
0,5,5,0,0,1,1,-3.75,1,1,56
0,5,5,0,0,1,1,-2.2,1,1,56
0,5,5,0,0,1,1,12.0,1,1,56
1,4,4,4,4,2,2,-2.0,4,1,56
1,4,4,4,4,2,2,0.01,7,2,56
1,4,4,4,4,2,2,24.0,6,2,56
1,1,5,2,4,1,1,-3.69,1,1,56
1,1,5,2,4,1,1,-1.86,1,1,56
1,1,5,2,4,1,1,16.0,2,1,56
1,4,5,2,1,1,1,-3.66,1,1,56
1,4,5,2,1,1,1,-2.14,1,1,56
1,4,5,2,1,1,1,16.0,2,1,56
1,1,5,0,4,2,2,-1.26,7,2,56
1,1,5,0,4,2,2,-0.17,6,2,56
1,1,5,0,4,2,2,14.0,1,1,56
1,1,5,0,4,4,0,-0.78,9,0,56
1,1,5,0,4,4,0,0.95,10,0,56
1,1,5,0,4,4,0,22.0,5,2,56
1,5,4,4,1,1,1,-3.9,1,1,56
1,5,4,4,1,1,1,-1.85,1,1,56
1,5,4,4,1,1,1,16.0,2,1,56
0,6,4,4,4,1,1,-2.97,1,1,56
0,6,4,4,4,1,1,-0.71,5,2,56
0,6,4,4,4,1,1,18.0,3,1,56
1,1,5,0,4,4,0,-0.96,9,0,56
1,1,5,0,4,4,0,1.33,10,0,56
1,1,5,0,4,4,0,23.0,5,2,56
1,4,4,4,1,1,1,-4.37,1,1,56
1,4,4,4,1,1,1,-2.12,1,1,56
1,4,4,4,1,1,1,15.0,1,1,56
1,4,5,0,4,1,1,-3.15,1,1,56
1,4,5,0,4,1,1,-0.97,3,1,56
1,4,5,0,4,1,1,23.0,5,2,56
0,1,5,0,4,1,1,-2.53,3,1,56
0,1,5,0,4,1,1,-0.74,5,2,56
0,1,5,0,4,1,1,25.0,7,2,56
1,1,4,4,4,1,1,-2.74,2,1,56
1,1,4,4,4,1,1,-1.26,2,1,56
1,1,4,4,4,1,1,14.0,1,1,56
1,4,5,0,4,3,3,-1.76,5,2,56
1,4,5,0,4,3,3,0.32,9,0,56
1,4,5,0,4,3,3,14.0,1,1,56
1,5,0,4,4,1,1,-3.39,1,1,56
1,5,0,4,4,1,1,-0.83,3,1,56
1,5,0,4,4,1,1,19.0,2,1,56
0,4,4,4,4,1,1,-3.86,1,1,56
0,4,4,4,4,1,1,-1.93,1,1,56
0,4,4,4,4,1,1,16.0,2,1,56
1,4,5,2,4,1,1,-2.97,1,1,56
1,4,5,2,4,1,1,-1.31,2,1,56
1,4,5,2,4,1,1,14.0,1,1,56
1,4,5,0,1,1,1,-3.94,1,1,56
1,4,5,0,1,1,1,-2.35,1,1,56
1,4,5,0,1,1,1,11.0,1,1,56
1,1,5,0,4,2,2,-2.66,2,1,56
1,1,5,0,4,2,2,-0.16,6,2,56
1,1,5,0,4,2,2,23.0,5,2,56
1,1,4,4,4,2,2,-1.44,7,2,56
1,1,4,4,4,2,2,-0.04,7,2,56
1,1,4,4,4,2,2,21.0,4,1,56
1,5,4,4,0,1,1,-3.1,1,1,56
1,5,4,4,0,1,1,-1.12,2,1,56
1,5,4,4,0,1,1,15.0,1,1,56
1,1,2,4,4,1,1,-3.46,1,1,56
1,1,2,4,4,1,1,-1.5,1,1,56
1,1,2,4,4,1,1,14.0,1,1,56
1,4,5,0,4,1,1,-2.93,2,1,56
1,4,5,0,4,1,1,-1.4,1,1,56
1,4,5,0,4,1,1,20.0,3,1,56
0,4,5,0,4,1,1,-2.63,2,1,56
0,4,5,0,4,1,1,-1.35,2,1,56
0,4,5,0,4,1,1,13.0,1,1,56
1,5,2,4,1,1,1,-3.06,1,1,56
1,5,2,4,1,1,1,-1.78,1,1,56
1,5,2,4,1,1,1,18.0,3,1,56
1,1,4,4,4,1,1,-2.51,3,1,56
1,1,4,4,4,1,1,-0.44,5,2,56
1,1,4,4,4,1,1,18.0,3,1,56
1,4,5,2,4,1,1,-2.36,3,1,56
1,4,5,2,4,1,1,-0.36,5,2,56
1,4,5,2,4,1,1,25.0,6,2,56
1,4,5,0,1,1,1,-4.17,1,1,56
1,4,5,0,1,1,1,-2.51,1,1,56
1,4,5,0,1,1,1,11.0,1,1,56
1,4,5,0,0,1,1,-3.12,1,1,56
1,4,5,0,0,1,1,-1.74,1,1,56
1,4,5,0,0,1,1,18.0,3,1,56
1,5,2,4,4,1,1,-2.62,2,1,56
1,5,2,4,4,1,1,-0.8,3,1,56
1,5,2,4,4,1,1,23.0,5,2,56
0,5,5,2,4,3,3,-1.74,5,2,56
0,5,5,2,4,3,3,-0.02,8,0,56
0,5,5,2,4,3,3,35.0,10,0,56
1,4,5,0,1,1,1,-3.59,1,1,56
1,4,5,0,1,1,1,-1.59,1,1,56
1,4,5,0,1,1,1,13.0,1,1,56
0,4,4,4,4,3,3,-2.11,4,1,56
0,4,4,4,4,3,3,0.17,9,0,56
0,4,4,4,4,3,3,24.0,6,2,56
1,1,4,4,4,3,3,-2.31,3,1,56
1,1,4,4,4,3,3,0.17,8,0,56
1,1,4,4,4,3,3,21.0,4,1,56
0,4,5,0,4,1,1,-3.82,1,1,56
0,4,5,0,4,1,1,-2.33,1,1,56
0,4,5,0,4,1,1,16.0,2,1,56
1,1,2,4,1,1,1,-3.66,1,1,56
1,1,2,4,1,1,1,-1.64,1,1,56
1,1,2,4,1,1,1,20.0,3,1,56
1,1,2,4,4,1,1,-2.04,4,1,56
1,1,2,4,4,1,1,-0.36,5,2,56
1,1,2,4,4,1,1,21.0,4,1,56
1,4,4,4,1,1,1,-4.2,1,1,56
1,4,4,4,1,1,1,-1.97,1,1,56
1,4,4,4,1,1,1,16.0,2,1,56
1,4,5,0,4,1,1,-3.17,1,1,56
1,4,5,0,4,1,1,-1.34,2,1,56
1,4,5,0,4,1,1,16.0,2,1,56
1,1,4,4,4,3,3,-1.27,7,2,56
1,1,4,4,4,3,3,0.49,9,0,56
1,1,4,4,4,3,3,28.0,8,0,56
1,4,5,2,4,1,1,-3.82,1,1,56
1,4,5,2,4,1,1,-2.02,1,1,56
1,4,5,2,4,1,1,17.0,2,1,56
1,4,4,4,1,1,1,-3.81,1,1,56
1,4,4,4,1,1,1,-1.92,1,1,56
1,4,4,4,1,1,1,13.0,1,1,56
1,4,4,4,4,1,1,-3.73,1,1,56
1,4,4,4,4,1,1,-1.73,1,1,56
1,4,4,4,4,1,1,19.0,3,1,56
1,5,5,2,4,1,1,-2.68,2,1,56
1,5,5,2,4,1,1,-1.04,2,1,56
1,5,5,2,4,1,1,15.0,1,1,56
1,4,5,2,4,1,1,-2.94,2,1,56
1,4,5,2,4,1,1,-0.87,3,1,56
1,4,5,2,4,1,1,23.0,5,2,56
1,1,5,0,4,2,2,-1.93,5,2,56
1,1,5,0,4,2,2,-0.15,6,2,56
1,1,5,0,4,2,2,19.0,3,1,56
1,4,5,0,1,1,1,-3.67,1,1,56
1,4,5,0,1,1,1,-1.51,1,1,56
1,4,5,0,1,1,1,14.0,1,1,56
1,1,4,4,4,1,1,-2.59,2,1,56
1,1,4,4,4,1,1,-1.19,2,1,56
1,1,4,4,4,1,1,18.0,3,1,56
1,4,5,2,4,1,1,-3.63,1,1,56
1,4,5,2,4,1,1,-1.17,2,1,56
1,4,5,2,4,1,1,21.0,4,1,56
1,1,5,2,4,3,3,-1.3,7,2,56
1,1,5,2,4,3,3,0.33,9,0,56
1,1,5,2,4,3,3,13.0,1,1,56
1,1,5,0,4,3,3,-2.13,4,1,56
1,1,5,0,4,3,3,0.37,9,0,56
1,1,5,0,4,3,3,18.0,3,1,56
1,5,4,4,4,1,1,-2.84,2,1,56
1,5,4,4,4,1,1,-0.66,4,1,56
1,5,4,4,4,1,1,20.0,3,1,56
1,4,5,2,4,4,0,-0.48,10,0,56
1,4,5,2,4,4,0,0.84,10,0,56
1,4,5,2,4,4,0,35.0,10,0,56
0,1,5,0,4,1,1,-3.43,1,1,56
0,1,5,0,4,1,1,-2.0,1,1,56
0,1,5,0,4,1,1,12.0,1,1,56
1,1,2,4,4,3,3,-2.13,4,1,56
1,1,2,4,4,3,3,0.17,8,0,56
1,1,2,4,4,3,3,15.0,1,1,56
1,1,5,0,4,2,2,-1.95,5,2,56
1,1,5,0,4,2,2,0.02,7,2,56
1,1,5,0,4,2,2,19.0,3,1,56
1,1,5,0,4,3,3,-2.18,4,1,56
1,1,5,0,4,3,3,0.13,8,0,56
1,1,5,0,4,3,3,22.0,5,2,56
1,1,5,0,4,3,3,-2.15,4,1,56
1,1,5,0,4,3,3,0.16,8,0,56
1,1,5,0,4,3,3,22.0,5,2,56
1,4,2,4,4,4,0,-0.54,10,0,56
1,4,2,4,4,4,0,1.19,10,0,56
1,4,2,4,4,4,0,20.0,3,1,56
1,5,5,0,4,1,1,-2.32,3,1,56
1,5,5,0,4,1,1,-0.48,5,2,56
1,5,5,0,4,1,1,28.0,8,0,56
0,4,5,0,4,1,1,-2.67,2,1,56
0,4,5,0,4,1,1,-0.73,5,2,56
0,4,5,0,4,1,1,16.0,2,1,56
1,4,5,2,4,4,0,-0.48,10,0,56
1,4,5,2,4,4,0,0.84,10,0,56
1,4,5,2,4,4,0,35.0,10,0,56
1,3,5,0,1,1,1,-3.42,1,1,56
1,3,5,0,1,1,1,-1.56,1,1,56
1,3,5,0,1,1,1,13.0,1,1,56
1,4,4,4,4,2,2,-1.65,6,2,56
1,4,4,4,4,2,2,-0.01,7,2,56
1,4,4,4,4,2,2,16.0,2,1,56
1,4,5,0,4,1,1,-2.76,2,1,56
1,4,5,0,4,1,1,-0.99,3,1,56
1,4,5,0,4,1,1,15.0,1,1,56
1,4,5,0,1,1,1,-3.25,1,1,56
1,4,5,0,1,1,1,-1.89,1,1,56
1,4,5,0,1,1,1,16.0,2,1,56
1,4,5,2,4,2,2,-2.05,4,1,56
1,4,5,2,4,2,2,-0.13,6,2,56
1,4,5,2,4,2,2,15.0,1,1,56
0,4,4,4,0,1,1,-2.98,1,1,56
0,4,4,4,0,1,1,-0.76,5,2,56
0,4,4,4,0,1,1,24.0,6,2,56
1,4,4,4,4,1,1,-3.46,1,1,56
1,4,4,4,4,1,1,-1.53,1,1,56
1,4,4,4,4,1,1,16.0,2,1,56
1,5,5,2,1,1,1,-2.47,3,1,56
1,5,5,2,1,1,1,-0.4,5,2,56
1,5,5,2,1,1,1,26.0,7,2,56
1,1,4,4,1,1,1,-2.94,2,1,56
1,1,4,4,1,1,1,-0.62,4,1,56
1,1,4,4,1,1,1,20.0,3,1,56
1,4,4,4,4,1,1,-2.94,2,1,56
1,4,4,4,4,1,1,-0.98,3,1,56
1,4,4,4,4,1,1,20.0,3,1,56
1,4,5,0,4,3,3,-3.26,1,1,56
1,4,5,0,4,3,3,0.33,9,0,56
1,4,5,0,4,3,3,37.0,10,0,56
1,4,5,2,0,1,1,-3.03,1,1,56
1,4,5,2,0,1,1,-0.7,4,1,56
1,4,5,2,0,1,1,26.0,7,2,56
1,4,4,4,0,1,1,-3.23,1,1,56
1,4,4,4,0,1,1,-0.76,3,1,56
1,4,4,4,0,1,1,22.0,5,2,56
1,8,5,0,4,1,1,-2.1,4,1,56
1,8,5,0,4,1,1,-1.01,2,1,56
1,8,5,0,4,1,1,18.0,3,1,56
0,1,2,4,4,1,1,-2.61,2,1,56
0,1,2,4,4,1,1,-0.88,4,1,56
0,1,2,4,4,1,1,20.0,4,1,56
1,5,4,4,4,2,2,-1.44,7,2,56
1,5,4,4,4,2,2,-0.3,5,2,56
1,5,4,4,4,2,2,21.0,3,1,56
1,1,5,0,4,1,1,-2.1,4,1,56
1,1,5,0,4,1,1,-0.48,5,2,56
1,1,5,0,4,1,1,16.0,2,1,56
0,4,5,0,0,1,1,-3.03,1,1,56
0,4,5,0,0,1,1,-1.23,3,1,56
0,4,5,0,0,1,1,14.0,1,1,56
1,1,5,4,1,1,1,-2.32,3,1,56
1,1,5,4,1,1,1,-0.5,4,1,56
1,1,5,4,1,1,1,22.0,4,1,56
1,4,5,2,4,1,1,-2.75,2,1,56
1,4,5,2,4,1,1,-1.03,2,1,56
1,4,5,2,4,1,1,15.0,1,1,56
1,5,4,4,4,1,1,-3.67,1,1,56
1,5,4,4,4,1,1,-1.59,1,1,56
1,5,4,4,4,1,1,15.0,1,1,56
1,1,5,0,4,2,2,-1.42,7,2,56
1,1,5,0,4,2,2,-0.31,6,2,56
1,1,5,0,4,2,2,25.0,6,2,56
1,4,5,0,4,1,1,-2.0,4,1,56
1,4,5,0,4,1,1,-0.95,3,1,56
1,4,5,0,4,1,1,18.0,3,1,56
1,5,2,4,2,1,1,-3.95,1,1,56
1,5,2,4,2,1,1,-1.86,1,1,56
1,5,2,4,2,1,1,17.0,2,1,56
0,1,5,0,4,2,2,-1.61,6,2,56
0,1,5,0,4,2,2,-0.92,4,1,56
0,1,5,0,4,2,2,11.0,1,1,56
1,4,4,4,4,2,2,-1.46,7,2,56
1,4,4,4,4,2,2,-0.28,6,2,56
1,4,4,4,4,2,2,12.0,1,1,56
1,5,5,2,4,1,1,-2.6,2,1,56
1,5,5,2,4,1,1,-0.96,3,1,56
1,5,5,2,4,1,1,17.0,2,1,56
1,4,5,2,1,1,1,-3.78,1,1,56
1,4,5,2,1,1,1,-2.08,1,1,56
1,4,5,2,1,1,1,14.0,1,1,56
0,1,5,2,4,4,0,-1.13,8,0,56
0,1,5,2,4,4,0,0.66,10,0,56
0,1,5,2,4,4,0,18.0,3,1,56
0,4,4,4,0,1,1,-2.66,2,1,56
0,4,4,4,0,1,1,-0.62,5,2,56
0,4,4,4,0,1,1,19.0,3,1,56
1,1,5,0,4,1,1,-2.09,4,1,56
1,1,5,0,4,1,1,-0.58,4,1,56
1,1,5,0,4,1,1,16.0,2,1,56
1,1,5,0,4,1,1,-2.42,3,1,56
1,1,5,0,4,1,1,-0.9,3,1,56
1,1,5,0,4,1,1,16.0,2,1,56
1,1,4,4,4,2,2,-1.36,7,2,56
1,1,4,4,4,2,2,-0.26,6,2,56
1,1,4,4,4,2,2,17.0,2,1,56
1,4,4,4,4,3,3,-1.95,5,2,56
1,4,4,4,4,3,3,0.1,8,0,56
1,4,4,4,4,3,3,23.0,5,2,56
1,1,5,0,4,3,3,-1.17,8,0,56
1,1,5,0,4,3,3,0.02,7,2,56
1,1,5,0,4,3,3,15.0,1,1,56
1,4,5,2,4,1,1,-2.65,2,1,56
1,4,5,2,4,1,1,-1.42,1,1,56
1,4,5,2,4,1,1,17.0,2,1,56
1,1,5,0,5,3,3,-2.52,3,1,56
1,1,5,0,5,3,3,0.12,8,0,56
1,1,5,0,5,3,3,15.0,1,1,56
1,5,4,4,0,1,1,-2.83,2,1,56
1,5,4,4,0,1,1,-1.11,2,1,56
1,5,4,4,0,1,1,16.0,2,1,56
0,4,5,0,0,1,1,-4.17,1,1,56
0,4,5,0,0,1,1,-2.12,1,1,56
0,4,5,0,0,1,1,17.0,2,1,56
1,4,4,4,4,1,1,-3.08,1,1,56
1,4,4,4,4,1,1,-1.51,1,1,56
1,4,4,4,4,1,1,15.0,1,1,56
1,1,5,2,4,4,0,-0.94,9,0,56
1,1,5,2,4,4,0,0.47,9,0,56
1,1,5,2,4,4,0,16.0,2,1,56
1,1,5,0,4,1,1,-2.19,4,1,56
1,1,5,0,4,1,1,-0.89,3,1,56
1,1,5,0,4,1,1,13.0,1,1,56
1,4,5,2,4,4,0,-0.33,10,0,56
1,4,5,2,4,4,0,0.46,9,0,56
1,4,5,2,4,4,0,31.0,8,0,56
1,1,5,0,4,2,2,-1.99,4,1,56
1,1,5,0,4,2,2,-0.3,6,2,56
1,1,5,0,4,2,2,18.0,3,1,56
1,4,2,4,4,1,1,-3.17,1,1,56
1,4,2,4,4,1,1,-1.29,2,1,56
1,4,2,4,4,1,1,20.0,3,1,56
1,1,4,4,4,3,3,-1.55,6,2,56
1,1,4,4,4,3,3,0.73,10,0,56
1,1,4,4,4,3,3,27.0,7,2,56
1,4,5,2,4,1,1,-3.59,1,1,56
1,4,5,2,4,1,1,-1.04,2,1,56
1,4,5,2,4,1,1,19.0,3,1,56
0,4,2,4,0,1,1,-4.12,1,1,56
0,4,2,4,0,1,1,-1.96,1,1,56
0,4,2,4,0,1,1,21.0,4,1,56
1,5,4,4,4,1,1,-3.42,1,1,56
1,5,4,4,4,1,1,-1.83,1,1,56
1,5,4,4,4,1,1,14.0,1,1,56
1,4,4,4,4,1,1,-3.54,1,1,56
1,4,4,4,4,1,1,-1.67,1,1,56
1,4,4,4,4,1,1,16.0,2,1,56
0,1,5,0,4,3,3,-1.73,6,2,56
0,1,5,0,4,3,3,0.04,8,0,56
0,1,5,0,4,3,3,19.0,3,1,56
1,1,5,2,4,2,2,-1.5,6,2,56
1,1,5,2,4,2,2,-0.13,6,2,56
1,1,5,2,4,2,2,15.0,1,1,56
1,4,4,4,1,1,1,-3.53,1,1,56
1,4,4,4,1,1,1,-1.3,2,1,56
1,4,4,4,1,1,1,15.0,1,1,56
0,1,4,4,0,1,1,-2.84,2,1,56
0,1,4,4,0,1,1,-1.68,1,1,56
0,1,4,4,0,1,1,13.0,1,1,56
0,4,5,0,4,1,1,-2.44,3,1,56
0,4,5,0,4,1,1,-1.24,3,1,56
0,4,5,0,4,1,1,18.0,3,1,56
0,5,4,4,4,1,1,-2.56,2,1,56
0,5,4,4,4,1,1,-0.78,5,2,56
0,5,4,4,4,1,1,23.0,6,2,56
1,1,4,4,4,2,2,-1.61,6,2,56
1,1,4,4,4,2,2,0.01,7,2,56
1,1,4,4,4,2,2,19.0,3,1,56
1,8,5,2,1,1,1,-3.08,1,1,56
1,8,5,2,1,1,1,-1.59,1,1,56
1,8,5,2,1,1,1,22.0,5,2,56
1,5,4,4,1,1,1,-3.27,1,1,56
1,5,4,4,1,1,1,-1.59,1,1,56
1,5,4,4,1,1,1,14.0,1,1,56
1,8,4,4,4,2,2,-2.32,3,1,56
1,8,4,4,4,2,2,-0.02,7,2,56
1,8,4,4,4,2,2,24.0,6,2,56
1,1,5,0,4,2,2,-1.48,7,2,56
1,1,5,0,4,2,2,0.06,7,2,56
1,1,5,0,4,2,2,22.0,5,2,56
1,5,5,0,4,2,2,-2.21,4,1,56
1,5,5,0,4,2,2,-0.02,7,2,56
1,5,5,0,4,2,2,17.0,2,1,56
0,4,5,0,3,3,3,-1.68,6,2,56
0,4,5,0,3,3,3,-0.12,8,0,56
0,4,5,0,3,3,3,21.0,4,1,56
1,1,4,4,4,1,1,-2.54,3,1,56
1,1,4,4,4,1,1,-0.77,3,1,56
1,1,4,4,4,1,1,19.0,3,1,56
0,1,5,0,4,1,1,-2.94,2,1,56
0,1,5,0,4,1,1,-1.52,2,1,56
0,1,5,0,4,1,1,13.0,1,1,56
0,1,5,0,4,1,1,-3.82,1,1,56
0,1,5,0,4,1,1,-1.81,1,1,56
0,1,5,0,4,1,1,17.0,2,1,56
0,4,4,4,4,1,1,-3.6,1,1,56
0,4,4,4,4,1,1,-1.27,3,1,56
0,4,4,4,4,1,1,16.0,2,1,56
1,4,5,0,4,1,1,-2.45,3,1,56
1,4,5,0,4,1,1,-0.42,5,2,56
1,4,5,0,4,1,1,22.0,5,2,56
1,4,5,0,4,1,1,-1.93,5,2,56
1,4,5,0,4,1,1,-0.38,5,2,56
1,4,5,0,4,1,1,15.0,1,1,56
0,5,4,4,4,1,1,-2.38,3,1,56
0,5,4,4,4,1,1,-0.75,5,2,56
0,5,4,4,4,1,1,20.0,4,1,56
1,5,4,4,4,1,1,-2.03,4,1,56
1,5,4,4,4,1,1,-0.52,4,1,56
1,5,4,4,4,1,1,13.0,1,1,56
1,4,5,0,1,1,1,-3.37,1,1,56
1,4,5,0,1,1,1,-1.92,1,1,56
1,4,5,0,1,1,1,11.0,1,1,56
1,1,5,0,4,4,0,-1.2,8,0,56
1,1,5,0,4,4,0,0.29,8,0,56
1,1,5,0,4,4,0,15.0,1,1,56
1,4,5,2,4,1,1,-3.38,1,1,56
1,4,5,2,4,1,1,-0.87,3,1,56
1,4,5,2,4,1,1,23.0,5,2,56
1,1,2,4,4,2,2,-2.65,2,1,56
